ano,cod_produto,produto,uf,estado,municipio,qtd_produzida_ton,area_colhida_ha,valor_producao_reais
2016,41160,Pomelo,MG,Minas Gerais,Uberlândia,1435,314,1130980
2017,41160,Pomelo,MG,Minas Gerais,Uberlândia,1729,274,1549091
2018,41160,Pomelo,MG,Minas Gerais,uberlândia,1659,273,1718014
2019,41160,Pomelo,MG,Minas Gerais,Uberlândia,1486,312,2632846
2020,41160,Pomelo,MG,Minas Gerais,Uberlândia,1825,,2718472
2021,41160,Pomelo,MG,Minas Gerais,Uberlândia,1850,298,2015878
2022,41160,Pomelo,MG,Minas Gerais,Uberlândia,1590,273,2227846
2023,41160,Pomelo,MG,Minas Gerais,Uberlândia,1602,,2711265
2015,41151,Laranja,MG,Minas Gerais,Uberaba,1191,698,767442
2016,41151,Laranja,MG,Minas Gerais,Uberaba,1191,653,1121632
2017,41151,Laranja,MG,Minas Gerais,UBERABA,1440,641,1321738
2018,41151,Laranja,MG,Minas Gerais,Uberaba,1501,676,1634879
2019,41151,Laranja,MG,Minas Gerais,Uberaba,1408,710,1470436
2020,41151,Laranja,MG,Minas Gerais,Uberaba,1361,723,
2021,41151,Laranja,MG,Minas Gerais,Uberaba,1165,687,673242
2022,41151,Laranja,MG,Minas Gerais,Uberaba,1441,702,1586823
2023,41151,Laranja,MG,Minas Gerais,Uberaba,1406,616,1326940
2015,41155,Limão,MG,Minas Gerais,Uberaba,1667,222,2082524
2016,41155,Limão,MG,Minas Gerais,Uberaba,1723,205,1322820
2017,41155,Limão,MG,Minas Gerais,Uberaba,2018,212,3999813
2018,41155,Limão,MG,Minas Gerais,Uberaba,1502,211,2975907
2019,41155,Limão,MG,Minas Gerais,Uberaba,1782,204,3028144
2020,41155,Limão,MG,Minas Gerais,Uberaba,1726,197,2325432
2021,41155,Limão,MG,Minas Gerais,Uberaba,1467,197,2386874
2022,41155,Limão,MG,Minas Gerais,Uberaba,1630,199,1082329
2023,41155,Limão,MG,Minas Gerais,Uberaba,1845,202,3680026
2015,41176,Tangerina,MG,Minas Gerais,Uberaba,-,365,542773
2016,41176,Tangerina,MG,Minas Gerais,uberaba,696,,1024782
2017,41176,Tangerina,MG,Minas Gerais,uberaba,582,329,449905
2018,41176,Tangerina,MG,Minas Gerais,Uberaba,648,306,860824
2019,41176,Tangerina,MG,Minas Gerais,Uberaba,691,318,1173776
2020,41176,Tangerina,MG,Minas Gerais,Uberaba,635,326,523572
2021,41176,Tangerina,MG,Minas Gerais,Uberaba,560,305,422577
2022,41176,Tangerina,MG,Minas Gerais,UBERABA,714,359,1072479
2023,41176,Tangerina,MG,Minas Gerais,Uberaba,733,357,1314377
2015,41160,Pomelo,MG,Minas Gerais,Uberaba,1640,67,2469968
2016,41160,Pomelo,MG,Minas Gerais,Uberaba,1871,70,1420771
2017,41160,Pomelo,MG,Minas Gerais,Uberaba,1902,78,1585298
2018,41160,Pomelo,MG,Minas Gerais,Uberaba,2212,72,3089104
2019,41160,Pomelo,MG,Minas Gerais,Uberaba,2192,76,4051841
2020,41160,Pomelo,MG,Minas Gerais,Uberaba,2050,65,3722113
2021,41160,Pomelo,MG,Minas Gerais,Uberaba,2188,73,3421021
2022,41160,Pomelo,MG,Minas Gerais,Uberaba,2041,67,
2023,41160,Pomelo,MG,Minas Gerais,Uberaba,1932,72,1606584
2015,41151,Laranja,MG,Minas Gerais,Patos de Minas,18561,1613,8594939
2016,41151,Laranja,MG,Minas Gerais,Patos de Minas,22343,,9254812
2017,41151,Laranja,MG,Minas Gerais,Patos de Minas,22233,1558,24725068
2018,41151,Laranja,MG,Minas Gerais,Patos de Minas,21312,1621,14184800
2019,41151,Laranja,MG,Minas Gerais,Patos de Minas,16794,1565,6747116
2020,41151,Laranja,MG,Minas Gerais,Patos de Minas,16850,1637,13377850
2021,41151,Laranja,MG,Minas Gerais,patos de minas,16940,1623,9697668
2022,41151,Laranja,MG,Minas Gerais,Patos de Minas,20160,1569,10051279
2023,41151,Laranja,MG,Minas Gerais,Patos de Minas,16209,1588,13657396
2015,41155,Limão,MG,Minas Gerais,Patos de Minas,1375,367,1024341
2016,41155,Limão,MG,Minas Gerais,Patos de Minas,1593,359,1509422
2017,41155,Limão,MG,Minas Gerais,Patos de Minas,1590,372,2094367
2018,41155,Limão,MG,Minas Gerais,Patos de Minas,1397,325,2235393
2019,41155,Limão,MG,Minas Gerais,Patos de Minas,1377,348,2053972
2020,41155,Limão,MG,Minas Gerais,PATOS DE MINAS,1643,358,3041870
2021,41155,Limão,MG,Minas Gerais,Patos de Minas,,337,904224
2022,41155,Limão,MG,Minas Gerais,Patos de Minas,1319,365,1168108
2023,41155,Limão,MG,Minas Gerais,Patos de Minas,1569,326,2362862
2015,41176,Tangerina,MG,Minas Gerais,Patos de Minas,864,534,
2016,41176,Tangerina,MG,Minas Gerais,Patos de Minas,979,526,1724975
2017,41176,Tangerina,MG,Minas Gerais,Patos de Minas,927,517,1807655
2018,41176,Tangerina,MG,Minas Gerais,Patos de Minas,901,477,1081119
2019,41176,Tangerina,MG,Minas Gerais,Patos de Minas,958,456,780946
2020,41176,Tangerina,MG,Minas Gerais,Patos de Minas,894,497,984579
2021,41176,Tangerina,MG,Minas Gerais,Patos de Minas,898,481,1213961
2022,41176,Tangerina,MG,Minas Gerais,PATOS DE MINAS,815,514,1094299
2023,41176,Tangerina,MG,Minas Gerais,Patos de Minas,946,484,1765515
2015,41160,Pomelo,MG,Minas Gerais,Patos de Minas,1930,108,1922203
2016,41160,Pomelo,MG,Minas Gerais,Patos de Minas,1707,116,1484266
2017,41160,Pomelo,MG,Minas Gerais,Patos de Minas,1683,98,2589243
2018,41160,Pomelo,MG,Minas Gerais,Patos de Minas,2136,118,3599778
2019,41160,Pomelo,MG,Minas Gerais,Patos de Minas,1894,99,1280297
2020,41160,Pomelo,MG,Minas Gerais,Patos de Minas,-,110,2329239
2021,41160,Pomelo,MG,Minas Gerais,Patos de Minas,2060,112,1445347
2022,41160,Pomelo,MG,Minas Gerais,Patos de Minas,2177,106,2510426
2023,41160,Pomelo,MG,Minas Gerais,Patos de Minas,2198,108,4273325
2015,41151,Laranja,MG,Minas Gerais,Frutal,-,224,6809716
2016,41151,Laranja,MG,Minas Gerais,Frutal,15185,215,11086926
2017,41151,Laranja,MG,Minas Gerais,Frutal,12090,207,12570312
2018,41151,Laranja,MG,Minas Gerais,Frutal,13641,212,6191516
2019,41151,Laranja,MG,Minas Gerais,Frutal,14102,204,12629929
2020,41151,Laranja,MG,Minas Gerais,Frutal,13791,224,
2021,41151,Laranja,MG,Minas Gerais,Frutal,14471,219,15514186
2022,41151,Laranja,MG,Minas Gerais,Frutal,12575,224,6798247
2023,41151,Laranja,MG,Minas Gerais,FRUTAL,12391,,5714356
2015,41155,Limão,MG,Minas Gerais,Frutal,1269,352,2371538
2016,41155,Limão,MG,Minas Gerais,Frutal,1253,326,2106296
2017,41155,Limão,MG,Minas Gerais,Frutal,1311,357,2342985
2018,41155,Limão,MG,Minas Gerais,Frutal,1173,377,1786688
2019,41155,Limão,MG,Minas Gerais,Frutal,,315,1457958
2020,41155,Limão,MG,Minas Gerais,Frutal,1117,379,1176982
2021,41155,Limão,MG,Minas Gerais,Frutal,1329,323,2013628
2022,41155,Limão,MG,Minas Gerais,Frutal,1483,347,1622486
2023,41155,Limão,MG,Minas Gerais,Frutal,1156,322,818359
2015,41176,Tangerina,MG,Minas Gerais,Frutal,1360,824,2187366
2016,41176,Tangerina,MG,Minas Gerais,Frutal,1259,705,
2017,41176,Tangerina,MG,Minas Gerais,Frutal,1373,726,
2018,41176,Tangerina,MG,Minas Gerais,Frutal,1386,711,1703234
2019,41176,Tangerina,MG,Minas Gerais,Frutal,1633,825,1395623
2020,41176,Tangerina,MG,Minas Gerais,Frutal,1534,734,1748217
2021,41176,Tangerina,MG,Minas Gerais,Frutal,1321,,1672672
2022,41176,Tangerina,MG,Minas Gerais,Frutal,1482,718,2141289
2023,41176,Tangerina,MG,Minas Gerais,Frutal,1428,705,1916009
2015,41160,Pomelo,MG,Minas Gerais,Frutal,1427,318,1809432
2016,41160,Pomelo,MG,Minas Gerais,Frutal,1476,358,
2017,41160,Pomelo,MG,Minas Gerais,Frutal,1543,334,1260152
2018,41160,Pomelo,MG,Minas Gerais,Frutal,1522,356,2521894
2019,41160,Pomelo,MG,Minas Gerais,Frutal,1510,330,1633969
2020,41160,Pomelo,MG,Minas Gerais,Frutal,1613,357,1333165
2021,41160,Pomelo,MG,Minas Gerais,Frutal,,320,3417097
2022,41160,Pomelo,MG,Minas Gerais,Frutal,1493,315,974716
2023,41160,Pomelo,MG,Minas Gerais,Frutal,1694,374,2961654
2015,41151,Laranja,MG,Minas Gerais,ituiutaba,8930,609,
2016,41151,Laranja,MG,Minas Gerais,Ituiutaba,9354,657,9576048
2017,41151,Laranja,MG,Minas Gerais,Ituiutaba,9050,548,5679735
2018,41151,Laranja,MG,Minas Gerais,Ituiutaba,10890,561,12455666
2019,41151,Laranja,MG,Minas Gerais,Ituiutaba,9822,651,10237998
2020,41151,Laranja,MG,Minas Gerais,Ituiutaba,12121,605,12314617
2021,41151,Laranja,MG,Minas Gerais,Ituiutaba,8908,552,4044618
2022,41151,Laranja,MG,Minas Gerais,Ituiutaba,12085,599,4928003
2023,41151,Laranja,MG,Minas Gerais,Ituiutaba,9075,649,7089792
2015,41155,Limão,MG,Minas Gerais,Ituiutaba,1991,138,3244534
2016,41155,Limão,MG,Minas Gerais,Ituiutaba,1769,135,3340337
2017,41155,Limão,MG,Minas Gerais,Ituiutaba,1695,146,2489843
2018,41155,Limão,MG,Minas Gerais,Ituiutaba,2306,159,2288412
2019,41155,Limão,MG,Minas Gerais,Ituiutaba,2018,147,2323129
2020,41155,Limão,MG,Minas Gerais,Ituiutaba,2115,132,1893037
2021,41155,Limão,MG,Minas Gerais,Ituiutaba,1822,146,2657054
2022,41155,Limão,MG,Minas Gerais,Ituiutaba,2221,140,1891947
2023,41155,Limão,MG,Minas Gerais,Ituiutaba,1821,145,2063624
2015,41176,Tangerina,MG,Minas Gerais,Ituiutaba,5411,253,7163134
2016,41176,Tangerina,MG,Minas Gerais,Ituiutaba,4506,246,3082333
2017,41176,Tangerina,MG,Minas Gerais,Ituiutaba,4450,,8475391
2018,41176,Tangerina,MG,Minas Gerais,Ituiutaba,4204,240,6342925
2019,41176,Tangerina,MG,Minas Gerais,Ituiutaba,5019,255,5689033
2020,41176,Tangerina,MG,Minas Gerais,Ituiutaba,4414,243,6180891
2021,41176,Tangerina,MG,Minas Gerais,Ituiutaba,4344,225,6526868
2022,41176,Tangerina,MG,Minas Gerais,Ituiutaba,-,232,4601026
2023,41176,Tangerina,MG,Minas Gerais,Ituiutaba,4156,218,
2015,41160,Pomelo,MG,Minas Gerais,Ituiutaba,252,95,382224
2016,41160,Pomelo,MG,Minas Gerais,Ituiutaba,241,109,154239
2017,41160,Pomelo,MG,Minas Gerais,Ituiutaba,277,98,338710
2018,41160,Pomelo,MG,Minas Gerais,Ituiutaba,286,104,381193
2019,41160,Pomelo,MG,Minas Gerais,Ituiutaba,268,,258279
2020,41160,Pomelo,MG,Minas Gerais,Ituiutaba,271,92,
2021,41160,Pomelo,MG,Minas Gerais,Ituiutaba,250,92,280775
2022,41160,Pomelo,MG,Minas Gerais,Ituiutaba,264,100,255597
2023,41160,Pomelo,MG,Minas Gerais,Ituiutaba,290,98,475628
2015,41151,Laranja,MG,Minas Gerais,SACRAMENTO,15910,1523,12626125
2016,41151,Laranja,MG,Minas Gerais,SACRAMENTO,18640,,9320584
2017,41151,Laranja,MG,Minas Gerais,SACRAMENTO,14673,1441,15092358
2018,41151,Laranja,MG,Minas Gerais,Sacramento,13953,1538,7211890
2019,41151,Laranja,MG,Minas Gerais,Sacramento,14845,1430,6087821
2020,41151,Laranja,MG,Minas Gerais,Sacramento,18756,1376,18535771
2021,41151,Laranja,MG,Minas Gerais,Sacramento,18450,1364,18128779
2022,41151,Laranja,MG,Minas Gerais,SACRAMENTO,15425,1333,14397013
2023,41151,Laranja,MG,Minas Gerais,Sacramento,17705,1489,12688228
2015,41155,Limão,MG,Minas Gerais,Sacramento,460,227,597947
2016,41155,Limão,MG,Minas Gerais,Sacramento,403,223,544410
2017,41155,Limão,MG,Minas Gerais,SACRAMENTO,,258,653838
2018,41155,Limão,MG,Minas Gerais,Sacramento,451,242,613282
2019,41155,Limão,MG,Minas Gerais,Sacramento,473,244,853663
2020,41155,Limão,MG,Minas Gerais,Sacramento,416,253,544269
2021,41155,Limão,MG,Minas Gerais,Sacramento,398,219,777703
2022,41155,Limão,MG,Minas Gerais,Sacramento,393,235,412977
2023,41155,Limão,MG,Minas Gerais,Sacramento,-,221,310838
2015,41176,Tangerina,MG,Minas Gerais,Sacramento,832,495,514442
2016,41176,Tangerina,MG,Minas Gerais,SACRAMENTO,956,461,1568670
2017,41176,Tangerina,MG,Minas Gerais,Sacramento,950,477,1546619
2018,41176,Tangerina,MG,Minas Gerais,Sacramento,835,464,726756
2019,41176,Tangerina,MG,Minas Gerais,Sacramento,988,500,1390302
2020,41176,Tangerina,MG,Minas Gerais,Sacramento,930,475,1414106
2021,41176,Tangerina,MG,Minas Gerais,Sacramento,1063,507,1251449
2022,41176,Tangerina,MG,Minas Gerais,SACRAMENTO,878,479,1442035
2023,41176,Tangerina,MG,Minas Gerais,Sacramento,777,454,
2015,41160,Pomelo,MG,Minas Gerais,Sacramento,821,66,1437794
2016,41160,Pomelo,MG,Minas Gerais,Sacramento,745,56,723382
2017,41160,Pomelo,MG,Minas Gerais,Sacramento,772,57,546639
2018,41160,Pomelo,MG,Minas Gerais,Sacramento,-,56,1248797
2019,41160,Pomelo,MG,Minas Gerais,Sacramento,848,60,1613188
2020,41160,Pomelo,MG,Minas Gerais,Sacramento,788,62,532513
2021,41160,Pomelo,MG,Minas Gerais,Sacramento,670,63,1337530
2022,41160,Pomelo,MG,Minas Gerais,Sacramento,825,56,883274
2023,41160,Pomelo,MG,Minas Gerais,Sacramento,739,63,1231799
2015,41151,Laranja,MG,Minas Gerais,Araxá,16904,671,12577464
2016,41151,Laranja,MG,Minas Gerais,Araxá,16593,682,15337372
2017,41151,Laranja,MG,Minas Gerais,Araxá,19189,695,21863381
2018,41151,Laranja,MG,Minas Gerais,Araxá,19887,667,17834700
2019,41151,Laranja,MG,Minas Gerais,Araxá,17281,699,11500529
2020,41151,Laranja,MG,Minas Gerais,Araxá,19188,773,18344820
2021,41151,Laranja,MG,Minas Gerais,ARAXÁ,15811,661,15134626
2022,41151,Laranja,MG,Minas Gerais,Araxá,19412,726,21941287
2023,41151,Laranja,MG,Minas Gerais,Araxá,21328,705,20640194
2015,41155,Limão,MG,Minas Gerais,Araxá,1198,304,1133726
2016,41155,Limão,MG,Minas Gerais,Araxá,1001,345,931617
2017,41155,Limão,MG,Minas Gerais,Araxá,1186,358,760525
2018,41155,Limão,MG,Minas Gerais,Araxá,911,329,1771756
2019,41155,Limão,MG,Minas Gerais,Araxá,1213,364,1286991
2020,41155,Limão,MG,Minas Gerais,Araxá,1176,324,1866536
2021,41155,Limão,MG,Minas Gerais,Araxá,1200,365,1253393
2022,41155,Limão,MG,Minas Gerais,Araxá,1130,354,2070368
2023,41155,Limão,MG,Minas Gerais,Araxá,1200,321,2028901
2015,41176,Tangerina,MG,Minas Gerais,Araxá,4765,688,7444497
2016,41176,Tangerina,MG,Minas Gerais,ARAXÁ,5582,708,10008421
2017,41176,Tangerina,MG,Minas Gerais,Araxá,5671,656,5545116
2018,41176,Tangerina,MG,Minas Gerais,Araxá,5947,797,10787742
2019,41176,Tangerina,MG,Minas Gerais,Araxá,4444,761,5032935
2020,41176,Tangerina,MG,Minas Gerais,Araxá,5860,768,7787405
2021,41176,Tangerina,MG,Minas Gerais,Araxá,5044,761,6964661
2022,41176,Tangerina,MG,Minas Gerais,Araxá,4890,774,6092382
2023,41176,Tangerina,MG,Minas Gerais,Araxá,5782,719,9318881
2015,41160,Pomelo,MG,Minas Gerais,Araxá,944,201,1346560
2016,41160,Pomelo,MG,Minas Gerais,Araxá,1087,227,1745422
2017,41160,Pomelo,MG,Minas Gerais,Araxá,924,227,1216291
2018,41160,Pomelo,MG,Minas Gerais,Araxá,980,221,793923
2019,41160,Pomelo,MG,Minas Gerais,Araxá,1044,212,1542023
2020,41160,Pomelo,MG,Minas Gerais,Araxá,-,230,1288773
2021,41160,Pomelo,MG,Minas Gerais,araxá,828,219,780471
2022,41160,Pomelo,MG,Minas Gerais,Araxá,850,221,553698
2023,41160,Pomelo,MG,Minas Gerais,Araxá,819,211,695779
2015,41151,Laranja,MG,Minas Gerais,Pará de Minas,7475,1100,3204323
2016,41151,Laranja,MG,Minas Gerais,Pará de Minas,7687,1033,5970135
2017,41151,Laranja,MG,Minas Gerais,Pará de Minas,6261,1031,5366263
2018,41151,Laranja,MG,Minas Gerais,Pará de Minas,7563,1178,5609045
2019,41151,Laranja,MG,Minas Gerais,Pará de Minas,7172,1131,7052570
2020,41151,Laranja,MG,Minas Gerais,Pará de Minas,6226,1045,4805902
2021,41151,Laranja,MG,Minas Gerais,Pará de Minas,5893,1097,6157211
2022,41151,Laranja,MG,Minas Gerais,Pará de Minas,6466,1143,6554106
2023,41151,Laranja,MG,Minas Gerais,PARÁ DE MINAS,7661,1062,8174748
2015,41155,Limão,MG,Minas Gerais,Pará de Minas,340,293,615846
2016,41155,Limão,MG,Minas Gerais,Pará de Minas,386,,598097
2017,41155,Limão,MG,Minas Gerais,Pará de Minas,420,270,339791
2018,41155,Limão,MG,Minas Gerais,Pará de Minas,396,277,302378
2019,41155,Limão,MG,Minas Gerais,Pará de Minas,332,318,371912
2020,41155,Limão,MG,Minas Gerais,Pará de Minas,325,278,237134
2021,41155,Limão,MG,Minas Gerais,Pará de Minas,381,318,394145
2022,41155,Limão,MG,Minas Gerais,pará de minas,445,278,289772
2023,41155,Limão,MG,Minas Gerais,pará de minas,427,318,455440
2015,41176,Tangerina,MG,Minas Gerais,Pará de Minas,7121,394,6272018
2016,41176,Tangerina,MG,Minas Gerais,Pará de Minas,6054,386,11754550
2017,41176,Tangerina,MG,Minas Gerais,Pará de Minas,7795,444,10941967
2018,41176,Tangerina,MG,Minas Gerais,Pará de Minas,5770,452,3869583
2019,41176,Tangerina,MG,Minas Gerais,Pará de Minas,7100,434,8691612
2020,41176,Tangerina,MG,Minas Gerais,Pará de Minas,5880,454,9820773
2021,41176,Tangerina,MG,Minas Gerais,Pará de Minas,6393,431,10696070
2022,41176,Tangerina,MG,Minas Gerais,Pará de Minas,6511,392,12267832
2023,41176,Tangerina,MG,Minas Gerais,Pará de Minas,5956,417,10625937
2015,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1495,107,2555557
2016,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1829,101,1969832
2017,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1608,98,2456472
2018,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1566,105,2741803
2019,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1725,101,2228722
2020,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1655,93,1332962
2021,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1678,100,2346493
2022,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1505,95,920107
2023,41160,Pomelo,MG,Minas Gerais,Pará de Minas,1610,94,2551360
2015,41151,Laranja,MG,Minas Gerais,Sete Lagoas,13292,1445,9374210
2016,41151,Laranja,MG,Minas Gerais,SETE LAGOAS,16077,1580,8414924
2017,41151,Laranja,MG,Minas Gerais,Sete Lagoas,11903,1545,9395764
2018,41151,Laranja,MG,Minas Gerais,Sete Lagoas,13925,1565,12303344
2019,41151,Laranja,MG,Minas Gerais,Sete Lagoas,13463,1386,11896695
2020,41151,Laranja,MG,Minas Gerais,Sete Lagoas,14339,1440,16957111
2021,41151,Laranja,MG,Minas Gerais,SETE LAGOAS,12483,1548,14815614
2022,41151,Laranja,MG,Minas Gerais,Sete Lagoas,15918,1358,12383587
2023,41151,Laranja,MG,Minas Gerais,Sete Lagoas,13266,1347,8952386
2015,41155,Limão,MG,Minas Gerais,Sete Lagoas,-,243,1127488
2016,41155,Limão,MG,Minas Gerais,Sete Lagoas,967,214,650083
2017,41155,Limão,MG,Minas Gerais,SETE LAGOAS,978,246,967230
2018,41155,Limão,MG,Minas Gerais,Sete Lagoas,853,215,1218491
2019,41155,Limão,MG,Minas Gerais,Sete Lagoas,971,243,1754422
2020,41155,Limão,MG,Minas Gerais,Sete Lagoas,975,252,1636552
2021,41155,Limão,MG,Minas Gerais,Sete Lagoas,927,236,1536667
2022,41155,Limão,MG,Minas Gerais,sete lagoas,1056,231,1195097
2023,41155,Limão,MG,Minas Gerais,Sete Lagoas,1112,227,1723478
2015,41176,Tangerina,MG,Minas Gerais,Sete Lagoas,7797,558,7653744
2016,41176,Tangerina,MG,Minas Gerais,Sete Lagoas,7956,514,12257377
2017,41176,Tangerina,MG,Minas Gerais,Sete Lagoas,6329,488,4399495
2018,41176,Tangerina,MG,Minas Gerais,Sete Lagoas,-,491,10152720
2019,41176,Tangerina,MG,Minas Gerais,Sete Lagoas,8647,497,12508405
2020,41176,Tangerina,MG,Minas Gerais,Sete Lagoas,6574,507,6655491
2021,41176,Tangerina,MG,Minas Gerais,SETE LAGOAS,7997,560,13420305
2022,41176,Tangerina,MG,Minas Gerais,Sete Lagoas,7254,595,6974967
2023,41176,Tangerina,MG,Minas Gerais,Sete Lagoas,7264,557,5461094
2015,41160,Pomelo,MG,Minas Gerais,sete lagoas,542,,877261
2016,41160,Pomelo,MG,Minas Gerais,Sete Lagoas,543,99,
2017,41160,Pomelo,MG,Minas Gerais,Sete Lagoas,634,100,1026366
2018,41160,Pomelo,MG,Minas Gerais,SETE LAGOAS,697,94,940549
2019,41160,Pomelo,MG,Minas Gerais,Sete Lagoas,742,105,824731
2020,41160,Pomelo,MG,Minas Gerais,Sete Lagoas,577,103,1127756
2021,41160,Pomelo,MG,Minas Gerais,Sete Lagoas,636,,
2022,41160,Pomelo,MG,Minas Gerais,sete lagoas,616,107,924474
2023,41160,Pomelo,MG,Minas Gerais,Sete Lagoas,606,98,975306
2015,41151,Laranja,MG,Minas Gerais,Divinópolis,20338,478,
2016,41151,Laranja,MG,Minas Gerais,Divinópolis,17282,520,7111407
2017,41151,Laranja,MG,Minas Gerais,DIVINÓPOLIS,20917,460,22046022
2018,41151,Laranja,MG,Minas Gerais,Divinópolis,17037,488,18207727
2019,41151,Laranja,MG,Minas Gerais,Divinópolis,,551,10137021
2020,41151,Laranja,MG,Minas Gerais,Divinópolis,18063,471,10745962
2021,41151,Laranja,MG,Minas Gerais,Divinópolis,-,543,7787257
2022,41151,Laranja,MG,Minas Gerais,Divinópolis,20652,502,10357265
2023,41151,Laranja,MG,Minas Gerais,Divinópolis,20036,514,19510235
2015,41155,Limão,MG,Minas Gerais,Divinópolis,1134,186,2231154
2016,41155,Limão,MG,Minas Gerais,Divinópolis,1312,160,884677
2017,41155,Limão,MG,Minas Gerais,Divinópolis,1121,184,757390
2018,41155,Limão,MG,Minas Gerais,Divinópolis,1241,156,
2019,41155,Limão,MG,Minas Gerais,Divinópolis,1152,168,1626239
2020,41155,Limão,MG,Minas Gerais,Divinópolis,1149,161,1353101
2021,41155,Limão,MG,Minas Gerais,Divinópolis,1234,160,1793257
2022,41155,Limão,MG,Minas Gerais,Divinópolis,1166,164,751991
2023,41155,Limão,MG,Minas Gerais,Divinópolis,1367,160,1385080
2015,41176,Tangerina,MG,Minas Gerais,divinópolis,4654,957,6192036
2016,41176,Tangerina,MG,Minas Gerais,Divinópolis,4984,1047,4719668
2017,41176,Tangerina,MG,Minas Gerais,Divinópolis,5764,958,3815271
2018,41176,Tangerina,MG,Minas Gerais,Divinópolis,5617,1013,4140846
2019,41176,Tangerina,MG,Minas Gerais,Divinópolis,4635,,4332275
2020,41176,Tangerina,MG,Minas Gerais,Divinópolis,5220,991,10267683
2021,41176,Tangerina,MG,Minas Gerais,Divinópolis,5313,1014,3197943
2022,41176,Tangerina,MG,Minas Gerais,Divinópolis,5523,1013,8049782
2023,41176,Tangerina,MG,Minas Gerais,divinópolis,5820,977,10906713
2015,41160,Pomelo,MG,Minas Gerais,Divinópolis,904,144,1252095
2016,41160,Pomelo,MG,Minas Gerais,Divinópolis,929,146,1690393
2017,41160,Pomelo,MG,Minas Gerais,Divinópolis,863,136,583598
2018,41160,Pomelo,MG,Minas Gerais,Divinópolis,871,148,1619390
2019,41160,Pomelo,MG,Minas Gerais,Divinópolis,970,130,1782443
2020,41160,Pomelo,MG,Minas Gerais,DIVINÓPOLIS,768,128,619880
2021,41160,Pomelo,MG,Minas Gerais,DIVINÓPOLIS,839,144,1597800
2022,41160,Pomelo,MG,Minas Gerais,Divinópolis,775,125,1335158
2023,41160,Pomelo,MG,Minas Gerais,Divinópolis,943,138,1444862
2015,41151,Laranja,PR,Paraná,Londrina,12262,520,8553012
2016,41151,Laranja,PR,Paraná,Londrina,11640,513,9640868
2017,41151,Laranja,PR,Paraná,Londrina,9974,508,11919113
2018,41151,Laranja,PR,Paraná,londrina,11811,603,6122295
2019,41151,Laranja,PR,Paraná,Londrina,12779,580,14801037
2020,41151,Laranja,PR,Paraná,Londrina,11745,528,13116604
2021,41151,Laranja,PR,Paraná,Londrina,12041,597,8078879
2022,41151,Laranja,PR,Paraná,Londrina,9476,563,5460941
2023,41151,Laranja,PR,Paraná,Londrina,12233,580,6808551
2015,41155,Limão,PR,Paraná,Londrina,-,152,1206935
2016,41155,Limão,PR,Paraná,Londrina,774,144,798241
2017,41155,Limão,PR,Paraná,Londrina,895,147,742229
